iba_label,degree_in,strength_in,betweenness,log.degree_in,log.strength_in,log.betweenness,species_name,pc1,is_flu
NL013,5,13,39.1321428571429,1.79175946922805,2.63905732961526,3.69217758073865,Larus_fuscus,-2.07873357351527,0
NL053,0,0,0,0,0,0,Larus_fuscus,1.38193654918822,0
NL089,2,2,19.0416666666667,1.09861228866811,1.09861228866811,2.99781343975782,Larus_fuscus,-0.636852616001395,0
BE024,0,0,0,0,0,0,Larus_fuscus,1.38193654918822,0
NL094,0,0,0,0,0,0,Larus_fuscus,1.38193654918822,0
NL052,2,2,170.15,1.09861228866811,1.09861228866811,5.14254036497619,Larus_fuscus,-1.12921387642971,1
NL076,0,0,0,0,0,0,Larus_fuscus,1.38193654918822,0
NL058,1,6,0,0.693147180559945,1.94591014905531,0,Larus_fuscus,-0.112519105029138,0
NL015,1,4,0,0.693147180559945,1.6094379124341,0,Larus_fuscus,0.0633898384888171,1
NL038,1,3,0,0.693147180559945,1.38629436111989,0,Larus_fuscus,0.180050121544256,0
NL034,1,2,0,0.693147180559945,1.09861228866811,0,Larus_fuscus,0.330451384787316,0
NL028,1,1,0,0.693147180559945,0.693147180559945,0,Larus_fuscus,0.542430059512254,0
NL072,1,1,0,0.693147180559945,0.693147180559945,0,Larus_fuscus,0.542430059512254,0
NL028,10,24,392.338924963925,2.39789527279837,3.2188758248682,5.97467164470053,Calidris_alpina,-3.32308551063953,0
NL013,11,17,897.250202353546,2.484906649788,2.89037175789616,6.80044865126891,Calidris_alpina,-3.40080867579068,0
NL014,7,11,253.357027210835,2.07944154167984,2.484906649788,5.53873889900128,Calidris_alpina,-2.62008032892186,0
NL015,0,0,0,0,0,0,Calidris_alpina,1.38193654918822,1
NL034,0,0,0,0,0,0,Calidris_alpina,1.38193654918822,0
LT006,1,1,266.902380952381,0.693147180559945,0.693147180559945,5.59062266397796,Calidris_alpina,-0.740999541267816,0
NL076,1,1,0,0.693147180559945,0.693147180559945,0,Calidris_alpina,0.542430059512254,0
NL048,10,31,208,2.39789527279837,3.46573590279973,5.34233425196481,Anser_anser,-3.30698027806963,0
NL038,72,674,2210.36149487767,4.29045944114839,6.51471269087253,7.70136366585472,Anser_anser,-6.74529802574393,0
NL015,25,98,894.230032222679,3.25809653802148,4.59511985013459,6.79708070449429,Anser_anser,-4.82350797771424,0
NL055,24,163,18,3.2188758248682,5.0998664278242,2.94443897916644,Anser_anser,-4.17594955739413,0
NL034,15,28,403.75119047619,2.77258872223978,3.36729582998647,6.0032725338164,Anser_anser,-3.66516542885857,0
NL028,12,82,249.996384987561,2.56494935746154,4.4188406077966,5.52543853658807,Anser_anser,-3.96229328010872,0
NL013,2,3,0,1.09861228866811,1.38629436111989,0,Anser_anser,-0.099051019303296,0
BE024,0,0,0,0,0,0,Anser_anser,1.38193654918822,0
NL094,11,1325,198.666666666667,2.484906649788,7.18992217074581,5.29664930944734,Anser_anser,-5.30340508872096,1
NL077,1,1,16.1666666666667,0.693147180559945,0.693147180559945,2.84296951900158,Anser_anser,-0.110225548656777,0
NL073,4,16,41.623899629782,1.6094379124341,2.83321334405622,3.75241512013339,Anser_anser,-2.06856699286581,0
NL089,3,4,88.1619047619048,1.38629436111989,1.6094379124341,4.49045387170249,Anser_anser,-1.44460246221958,0
NL052,0,0,0,0,0,0,Anser_anser,1.38193654918822,0
NL050,5,75,82.2597970656794,1.79175946922805,4.33073334028633,4.42196580440714,Anser_anser,-3.13068434136333,0
NL078,1,1,39.25,0.693147180559945,0.693147180559945,3.69511000386457,Anser_anser,-0.305849969768764,0
NL063,12,33,305.37619047619,2.56494935746154,3.52636052461616,5.72481372752393,Anser_anser,-3.54147157390839,0
NL076,2,2,17.3333333333333,1.09861228866811,1.09861228866811,2.90872089656436,Anser_anser,-0.616399794550932,0
NL107,11,27,0,2.484906649788,3.3322045101752,0,Anser_anser,-2.07063322522861,0
NL074,2,7,0,1.09861228866811,2.07944154167984,0,Anser_anser,-0.461430957271295,0
NL041,2,2,0,1.09861228866811,1.09861228866811,0,Anser_anser,0.0513502439397648,0
NL053,1,1,0,0.693147180559945,0.693147180559945,0,Anser_anser,0.542430059512254,0
NL017,2,2,0,1.09861228866811,1.09861228866811,0,Anser_anser,0.0513502439397648,0
NL015,40,284,1042.13330369386,3.71357206670431,5.65248918026865,6.94998425478596,Anser_albifrons,-5.72493214106421,1
NL048,87,1214,1775.65211976264,4.47733681447821,7.10249935577465,7.4824860407074,Anser_albifrons,-7.13098442004962,0
NL034,81,721,1840.11332309652,4.40671924726425,6.58202513889283,7.51812573452414,Anser_albifrons,-6.81845082729236,0
NL038,50,296,881.539939882183,3.93182563272433,5.6937321388027,6.78280404544022,Anser_albifrons,-5.85834927142422,0
NL055,69,233,1845.13805716624,4.24849524204936,5.4553211153577,7.52085119946369,Anser_albifrons,-6.12111823589827,1
NL094,103,904,2305.08636154674,4.64439089914137,6.80793494369993,7.74330715092858,Anser_albifrons,-7.15185265970565,1
NL073,58,277,806.057241835056,4.07753744390572,5.6276211136906404,6.69339459739637,Anser_albifrons,-5.90356105736329,1
NL028,46,194,1375.02676580708,3.85014760171006,5.27299955856375,7.22695547019879,Anser_albifrons,-5.68412886329007,0
NL050,52,450,864.017561761013,3.97029191355212,6.11146733950268,6.76274980933967,Anser_albifrons,-6.09861717176003,1
NL041,27,52,391.398707606546,3.3322045101752,3.97029191355212,5.97227843412449,Anser_albifrons,-4.35850924417114,0
NL063,40,152,586.017925376226,3.71357206670431,5.03043792139244,6.37505535662969,Anser_albifrons,-5.26773598145044,0
NL058,35,168,393.175657675658,3.58351893845611,5.12989871492307,5.97679664160863,Anser_albifrons,-5.13878506501671,1
NL079,40,106,346.100671550672,3.71357206670431,4.67282883446191,5.84961485761283,Anser_albifrons,-4.96015214461102,0
NL053,20,35,813.800274476126,3.04452243772342,3.58351893845611,6.70294302121578,Anser_albifrons,-4.12601488443676,0
NL052,17,34,787.407621657918,2.89037175789616,3.55534806148941,6.67001524247932,Anser_albifrons,-3.99761854213551,0
LT006,11,16,863.207400240277,2.484906649788,2.83321334405622,6.76181278657188,Anser_albifrons,-3.3620564744865,0
NL075,57,136,2761.02089501467,4.06044301054642,4.91998092582813,7.9237178991161,Anser_albifrons,-5.8042803980749,1
NL078,16,36,57.7937154348919,2.83321334405622,3.61091791264422,4.07403496883349,Anser_albifrons,-3.3913710687944,0
BE024,0,0,0,0,0,0,Anser_albifrons,1.38193654918822,0
NL014,0,0,0,0,0,0,Anser_albifrons,1.38193654918822,0
NL107,45,159,268.917738009117,3.8286413964891,5.07517381523383,5.5981172385355,Anser_albifrons,-5.1919714862146,0
NL076,3,4,421.291703618019,1.38629436111989,1.6094379124341,6.04569631604012,Anser_albifrons,-1.80163678727134,1
NL013,1,1,286.568499556,0.693147180559945,0.693147180559945,5.66146109118338,Anser_albifrons,-0.757261796800447,0
NL089,15,25,0,2.77258872223978,3.25809653802148,0,Anser_albifrons,-2.22991471112592,0
NL091,12,15,0,2.56494935746154,2.77258872223978,0,Anser_albifrons,-1.83316124520362,0
NL077,2,2,0,1.09861228866811,1.09861228866811,0,Anser_albifrons,0.0513502439397648,0
NL090,2,2,0,1.09861228866811,1.09861228866811,0,Anser_albifrons,0.0513502439397648,0
NL077,3,7,137.638095238095,1.38629436111989,2.07944154167984,4.93186690640714,Anas_penelope,-1.79165654604296,1
NL079,26,45,422.428571428571,3.29583686600433,3.8286413964891,6.04838483736066,Anas_penelope,-4.27689184073054,1
NL076,2,4,52.5611111111111,1.09861228866811,1.6094379124341,3.98082326577417,Anas_penelope,-1.1295820323023,1
NL041,0,0,0,0,0,0,Anas_penelope,1.38193654918822,0
NL013,4,4,285.738311688312,1.6094379124341,1.6094379124341,5.65856999384763,Anas_penelope,-1.86636530711533,1
NL050,1,5,0,0.693147180559945,1.79175946922805,0,Anas_penelope,-0.0319285531806826,0
NL094,19,42,206.659523809524,2.99573227355399,3.76120011569356,5.33589983374701,Anas_penelope,-3.87149290471951,0
NL063,0,0,0,0,0,0,Anas_penelope,1.38193654918822,1
NL034,3,4,221.7,1.38629436111989,1.6094379124341,5.40582557426332,Anas_penelope,-1.65474276490048,0
NL048,1,2,0,0.693147180559945,1.09861228866811,0,Anas_penelope,0.330451384787316,0
NL038,8,12,144.6,2.19722457733622,2.56494935746154,4.98086313576259,Anas_penelope,-2.61493210919979,0
LT006,0,0,0,0,0,0,Anas_penelope,1.38193654918822,0
NL028,6,9,402.083333333333,1.94591014905531,2.30258509299405,5.99914332303498,Anas_penelope,-2.5385401049079,0
NL015,4,4,189.830952380952,1.6094379124341,1.6094379124341,5.25138797007609,Anas_penelope,-1.77288923233369,0
NL055,1,1,51.5,0.693147180559945,0.693147180559945,3.96081316959758,Anas_penelope,-0.36684698717077,0
NL090,1,1,0,0.693147180559945,0.693147180559945,0,Anas_penelope,0.542430059512254,1
NL089,7,12,0,2.07944154167984,2.56494935746154,0,Anas_penelope,-1.39040822144996,1
NL073,5,7,0,1.79175946922805,2.07944154167984,0,Anas_penelope,-0.938557508979256,1
NL078,2,3,0,1.09861228866811,1.38629436111989,0,Anas_penelope,-0.099051019303296,0
NL058,1,1,0,0.693147180559945,0.693147180559945,0,Anas_penelope,0.542430059512254,1
RU180,1,1,0,0.693147180559945,0.693147180559945,0,Anas_penelope,0.542430059512254,0
NL052,1,1,0,0.693147180559945,0.693147180559945,0,Anas_penelope,0.542430059512254,0
NL013,7,14,244.969444444444,2.07944154167984,2.70805020110221,5.50520731864229,Tringa_totanus,-2.72904282491845,0
NL038,3,4,16,1.38629436111989,1.6094379124341,2.83321334405622,Tringa_totanus,-1.06415261313601,0
NL028,2,2,30.2,1.09861228866811,1.09861228866811,3.44041809481544,Tringa_totanus,-0.738460603141027,0
NL055,2,3,90,1.09861228866811,1.38629436111989,4.51085950651685,Tringa_totanus,-1.13460125468701,0
NL014,5,9,87,1.79175946922805,2.30258509299405,4.47733681447821,Tringa_totanus,-2.08307228083593,0
NL094,2,2,0,1.09861228866811,1.09861228866811,0,Tringa_totanus,0.0513502439397648,0
NL076,1,1,0,0.693147180559945,0.693147180559945,0,Tringa_totanus,0.542430059512254,0
NL063,2,2,0,1.09861228866811,1.09861228866811,0,Tringa_totanus,0.0513502439397648,0
NL058,3,3,0,1.38629436111989,1.38629436111989,0,Tringa_totanus,-0.297076430163706,0
NL041,3,3,0,1.38629436111989,1.38629436111989,0,Tringa_totanus,-0.297076430163706,0
BE023,1,1,0,0.693147180559945,0.693147180559945,0,Tringa_totanus,0.542430059512254,0
NL075,2,2,0,1.09861228866811,1.09861228866811,0,Tringa_totanus,0.0513502439397648,0
NL034,3,3,0,1.38629436111989,1.38629436111989,0,Tringa_totanus,-0.297076430163706,0
NL052,2,2,0,1.09861228866811,1.09861228866811,0,Tringa_totanus,0.0513502439397648,0
NL015,4,4,0,1.6094379124341,1.6094379124341,0,Tringa_totanus,-0.567337155030665,1
NL078,1,1,0,0.693147180559945,0.693147180559945,0,Tringa_totanus,0.542430059512254,0
NL048,1,1,0,0.693147180559945,0.693147180559945,0,Tringa_totanus,0.542430059512254,0
NL072,1,1,0,0.693147180559945,0.693147180559945,0,Tringa_totanus,0.542430059512254,0
NL013,1,10,0,0.693147180559945,2.39789527279837,0,Anas_acuta,-0.348818617886065,0
NL094,66,139,2098.92859901537,4.20469261939097,4.9416424226093,7.64965862266461,Anas_acuta,-5.85198373988888,0
NL048,2,4,213.843686868687,1.09861228866811,1.6094379124341,5.36991072588744,Anas_acuta,-1.44847244425388,0
NL028,1,1,0,0.693147180559945,0.693147180559945,0,Anas_acuta,0.542430059512254,0
NL041,2,5,0,1.09861228866811,1.79175946922805,0,Anas_acuta,-0.311029694028234,0
NL091,1,2,643.833333333333,0.693147180559945,1.09861228866811,6.46899188547246,Anas_acuta,-1.15462392292695,1
NL038,3,3,248.930878108819,1.38629436111989,1.38629436111989,5.52118439206779,Anas_acuta,-1.56456520664691,0
NL077,1,1,63.7111111111111,0.693147180559945,0.693147180559945,4.16993291954626,Anas_acuta,-0.414854247421257,0
NL078,0,0,0,0,0,0,Anas_acuta,1.38193654918822,0
BE024,0,0,0,0,0,0,Anas_acuta,1.38193654918822,0
NL034,3,3,161.121428571429,1.38629436111989,1.38629436111989,5.08834561353617,Anas_acuta,-1.46519915493458,0
NL050,4,6,323.560353535354,1.6094379124341,1.94591014905531,5.7824715081734,Anas_acuta,-2.07071810753885,0
NL015,5,10,17.8666666666667,1.79175946922805,2.39789527279837,2.93739669654103,Anas_acuta,-1.77937940286529,0
NL058,3,7,0,1.38629436111989,2.07944154167984,0,Anas_acuta,-0.659456368131705,0
NL063,3,4,0,1.38629436111989,1.6094379124341,0,Anas_acuta,-0.413736713219145,0
NL076,2,2,0,1.09861228866811,1.09861228866811,0,Anas_acuta,0.0513502439397648,0
NL073,2,2,0,1.09861228866811,1.09861228866811,0,Anas_acuta,0.0513502439397648,0
NL107,1,1,0,0.693147180559945,0.693147180559945,0,Anas_acuta,0.542430059512254,0
RU180,1,1,0,0.693147180559945,0.693147180559945,0,Anas_acuta,0.542430059512254,0
NL079,1,1,0,0.693147180559945,0.693147180559945,0,Anas_acuta,0.542430059512254,1
NL038,44,59,3327.32622655123,3.80666248977032,4.0943445622221,8.11022482194204,Anas_clypeata,-5.24076135047617,0
NL076,6,15,635.726623376623,1.94591014905531,2.77258872223978,6.45634040078145,Anas_clypeata,-2.88921770426389,0
NL013,1,1,3.33333333333333,0.693147180559945,0.693147180559945,1.46633706879343,Anas_clypeata,0.205805588156592,0
NL078,4,4,163.361111111111,1.6094379124341,1.6094379124341,5.10206590422058,Anas_clypeata,-1.73860962326556,0
NL048,0,0,0,0,0,0,Anas_clypeata,1.38193654918822,0
NL094,30,43,482.689682539682,3.43398720448515,3.78418963391826,6.18144354931342,Anas_clypeata,-4.3792938763952,0
NL034,5,5,106.95,1.79175946922805,1.79175946922805,4.68166815696082,Anas_clypeata,-1.86291872834625,0
NL015,0,0,0,0,0,0,Anas_clypeata,1.38193654918822,0
NL050,2,3,8.73333333333333,1.09861228866811,1.38629436111989,2.27555642060613,Anas_clypeata,-0.621446581298349,0
NL079,17,19,314.833333333333,2.89037175789616,2.99573227355399,5.75521464828847,Anas_clypeata,-3.49504012124451,1
NL089,4,5,248.371428571428,1.6094379124341,1.79175946922805,5.51894346602349,Anas_clypeata,-1.92962987765713,0
NL073,4,6,2.03333333333333,1.6094379124341,1.94591014905531,1.10966212485469,Anas_clypeata,-0.997989318311849,0
NL041,3,4,357.574242424242,1.38629436111989,1.6094379124341,5.88213573043801,Anas_clypeata,-1.76408846578736,0
NL028,4,4,37.2333333333333,1.6094379124341,1.6094379124341,3.64370773546722,Anas_clypeata,-1.40381685422797,0
NL077,3,6,3.25,1.38629436111989,1.94591014905531,1.44691898293633,Anas_clypeata,-0.921812351620014,0
NL107,2,4,184.916666666667,1.09861228866811,1.6094379124341,5.22529854464453,Anas_clypeata,-1.4152740752714,0
NL053,1,1,0,0.693147180559945,0.693147180559945,0,Anas_clypeata,0.542430059512254,0
NL063,6,6,0,1.94591014905531,1.94591014905531,0,Anas_clypeata,-0.974856126702894,0
NL055,1,1,0,0.693147180559945,0.693147180559945,0,Anas_clypeata,0.542430059512254,0
NL091,1,1,0,0.693147180559945,0.693147180559945,0,Anas_clypeata,0.542430059512254,1
NL058,1,1,0,0.693147180559945,0.693147180559945,0,Anas_clypeata,0.542430059512254,0
NL013,4,8,73.1666666666667,1.6094379124341,2.19722457733622,4.30631481293818,Larus_marinus,-1.86322748435692,0
NL038,1,1,2,0.693147180559945,0.693147180559945,1.09861228866811,Larus_marinus,0.290223531580691,0
NL089,0,0,0,0,0,0,Larus_marinus,1.38193654918822,0
NL052,1,1,2,0.693147180559945,0.693147180559945,1.09861228866811,Larus_marinus,0.290223531580691,0
NL028,5,7,0,1.79175946922805,2.07944154167984,0,Larus_marinus,-0.938557508979256,0
NL015,1,2,0,0.693147180559945,1.09861228866811,0,Larus_marinus,0.330451384787316,0
NL053,1,2,0,0.693147180559945,1.09861228866811,0,Larus_marinus,0.330451384787316,0
NL048,1,1,0,0.693147180559945,0.693147180559945,0,Larus_marinus,0.542430059512254,0
NL034,4,4,0,1.6094379124341,1.6094379124341,0,Larus_marinus,-0.567337155030665,1
NL034,7,7,177.083333333333,2.07944154167984,2.07944154167984,5.18225160553115,Anser_fabalis,-2.32626348119886,0
NL041,4,4,97,1.6094379124341,1.6094379124341,4.58496747867057,Anser_fabalis,-1.61990022974062,0
NL028,0,0,0,0,0,0,Anser_fabalis,1.38193654918822,0
NL038,0,0,0,0,0,0,Anser_fabalis,1.38193654918822,0
NL075,33,58,394.126190476191,3.52636052461616,4.07753744390572,5.97920518344156,Anser_fabalis,-4.54981469595867,1
NL050,2,2,0,1.09861228866811,1.09861228866811,0,Anser_fabalis,0.0513502439397648,0
NL048,2,10,219.166666666667,1.09861228866811,2.39789527279837,5.39438483529427,Anser_fabalis,-1.86629937970585,0
NL053,7,11,125.983333333333,2.07944154167984,2.484906649788,4.84405584425091,Anser_fabalis,-2.46060313841648,0
NL107,2,3,122.25,1.09861228866811,1.38629436111989,4.8142148129228,Anser_fabalis,-1.2042420090709,0
NL055,1,1,2,0.693147180559945,0.693147180559945,1.09861228866811,Anser_fabalis,0.290223531580691,0
NL094,2,2,28.75,1.09861228866811,1.09861228866811,3.39282913199164,Anser_fabalis,-0.727535687039637,1
NL015,0,0,0,0,0,0,Anser_fabalis,1.38193654918822,0
NL073,4,7,0,1.6094379124341,2.07944154167984,0,Anser_fabalis,-0.813056809943226,1
NL058,8,9,0,2.19722457733622,2.30258509299405,0,Anser_fabalis,-1.33431893288225,0
NL079,2,2,0,1.09861228866811,1.09861228866811,0,Anser_fabalis,0.0513502439397648,0
NL076,1,1,0,0.693147180559945,0.693147180559945,0,Anser_fabalis,0.542430059512254,0
NL100,1,1,0,0.693147180559945,0.693147180559945,0,Anser_fabalis,0.542430059512254,1
NL063,2,2,0,1.09861228866811,1.09861228866811,0,Anser_fabalis,0.0513502439397648,0
NL091,1,1,0,0.693147180559945,0.693147180559945,0,Anser_fabalis,0.542430059512254,0
NL078,1,1,0,0.693147180559945,0.693147180559945,0,Anser_fabalis,0.542430059512254,0
NL017,1,1,0,0.693147180559945,0.693147180559945,0,Anser_fabalis,0.542430059512254,0
NL034,1,1,0,0.693147180559945,0.693147180559945,0,Anas_strepera,0.542430059512254,1
NL038,4,5,88.2944444444444,1.6094379124341,1.79175946922805,4.49193927367893,Anas_strepera,-1.69386229686992,0
NL078,1,1,68,0.693147180559945,0.693147180559945,4.23410650459726,Anas_strepera,-0.429586466637789,0
NL107,1,1,6.93333333333333,0.693147180559945,0.693147180559945,2.07107329200932,Anas_strepera,0.0669773366024143,0
NL076,3,3,37.7944444444445,1.38629436111989,1.38629436111989,3.65827705195582,Anas_strepera,-1.13690078221428,0
NL089,0,0,0,0,0,0,Anas_strepera,1.38193654918822,0
NL013,0,0,0,0,0,0,Anas_strepera,1.38193654918822,1
NL077,4,9,8.5,1.6094379124341,2.30258509299405,2.2512917986065,Anas_strepera,-1.44654226757932,0
NL073,1,1,1,0.693147180559945,0.693147180559945,0.693147180559945,Anas_strepera,0.38330545699528,0
NL041,2,3,0,1.09861228866811,1.38629436111989,0,Anas_strepera,-0.099051019303296,0
LT006,1,1,0,0.693147180559945,0.693147180559945,0,Anas_strepera,0.542430059512254,0
NL050,1,1,0,0.693147180559945,0.693147180559945,0,Anas_strepera,0.542430059512254,0
NL094,4,4,0,1.6094379124341,1.6094379124341,0,Anas_strepera,-0.567337155030665,0
NL063,1,1,0,0.693147180559945,0.693147180559945,0,Anas_strepera,0.542430059512254,0
NL079,7,7,0,2.07944154167984,2.07944154167984,0,Anas_strepera,-1.13658291983967,1
NL055,1,1,0,0.693147180559945,0.693147180559945,0,Anas_strepera,0.542430059512254,0
NL058,1,1,0,0.693147180559945,0.693147180559945,0,Anas_strepera,0.542430059512254,0
NL058,11,21,53.2,2.484906649788,3.09104245335832,3.9926809084456,Branta_leucopsis,-2.86114566863397,0
NL034,13,31,183.833333333333,2.63905732961526,3.46573590279973,5.21945451812231,Branta_leucopsis,-3.44477443556675,0
NL015,6,23,99.6,1.94591014905531,3.17805383034795,4.61115225766564,Branta_leucopsis,-2.67759972004383,1
NL055,3,5,4.83333333333333,1.38629436111989,1.79175946922805,1.7635885922613601,Branta_leucopsis,-0.913919095708541,0
NL075,9,15,46.5333333333333,2.30258509299405,2.77258872223978,3.86143121931209,Branta_leucopsis,-2.53902540341553,1
NL063,0,0,0,0,0,0,Branta_leucopsis,1.38193654918822,0
NL013,0,0,0,0,0,0,Branta_leucopsis,1.38193654918822,0
NL038,0,0,0,0,0,0,Branta_leucopsis,1.38193654918822,0
NL053,1,1,0,0.693147180559945,0.693147180559945,0,Branta_leucopsis,0.542430059512254,0
NL052,1,1,0,0.693147180559945,0.693147180559945,0,Branta_leucopsis,0.542430059512254,0
NL034,15,71,229.378571428571,2.77258872223978,4.27666611901606,5.43972391854403,Cygnus_columbianus,-4.0112147330345,0
NL015,8,10,284.590476190476,2.19722457733622,2.39789527279837,5.65455888323741,Cygnus_columbianus,-2.68225477963044,0
NL041,7,25,56.5333333333333,2.07944154167984,3.25809653802148,4.05236448998122,Cygnus_columbianus,-2.68308248478944,0
NL090,8,11,7.4,2.19722457733622,2.484906649788,2.12823170584927,Cygnus_columbianus,-1.91821180592483,0
NL075,11,30,12.6666666666667,2.484906649788,3.43398720448515,2.6149597780362,Cygnus_columbianus,-2.72415740368982,0
NL050,9,18,94.9035714285715,2.30258509299405,2.94443897916644,4.5633432223698,Cygnus_columbianus,-2.79000608805567,0
NL107,19,63,9.2,2.99573227355399,4.15888308335967,2.32238772029023,Cygnus_columbianus,-3.38759626993963,0
NL053,7,23,97.2166666666666,2.07944154167984,3.17805383034795,4.58717592261581,Cygnus_columbianus,-2.76401159590935,0
NL052,1,1,16.4345238095238,0.693147180559945,0.693147180559945,2.85845236742447,Cygnus_columbianus,-0.113779919460296,0
NL048,2,3,13,1.09861228866811,1.38629436111989,2.63905732961526,Cygnus_columbianus,-0.704894857916758,0
NL028,0,0,0,0,0,0,Cygnus_columbianus,1.38193654918822,1
NL063,8,16,3.375,2.19722457733622,2.83321334405622,1.47590651980958,Cygnus_columbianus,-1.95055468049912,0
NL079,0,0,0,0,0,0,Cygnus_columbianus,1.38193654918822,0
NL038,2,2,0,1.09861228866811,1.09861228866811,0,Cygnus_columbianus,0.0513502439397648,0
NL089,2,2,0,1.09861228866811,1.09861228866811,0,Cygnus_columbianus,0.0513502439397648,0
NL094,4,4,0,1.6094379124341,1.6094379124341,0,Cygnus_columbianus,-0.567337155030665,0
NL055,1,1,0,0.693147180559945,0.693147180559945,0,Cygnus_columbianus,0.542430059512254,0
NL076,2,2,0,1.09861228866811,1.09861228866811,0,Cygnus_columbianus,0.0513502439397648,0
NL038,7,13,85,2.07944154167984,2.63905732961526,4.45434729625351,Chlidonias_niger,-2.45172897117387,0
NL048,0,0,0,0,0,0,Chlidonias_niger,1.38193654918822,0
NL034,0,0,0,0,0,0,Chlidonias_niger,1.38193654918822,1
NL094,3,6,0,1.38629436111989,1.94591014905531,0,Chlidonias_niger,-0.589645656737099,0
NL077,2,2,0,1.09861228866811,1.09861228866811,0,Chlidonias_niger,0.0513502439397648,0
NL076,1,1,0,0.693147180559945,0.693147180559945,0,Chlidonias_niger,0.542430059512254,0
NL015,1,1,0,0.693147180559945,0.693147180559945,0,Branta_bernicla,0.542430059512254,1
NL013,1,1,0,0.693147180559945,0.693147180559945,0,Branta_bernicla,0.542430059512254,0
